hour,stochastic_grid_mw,base_load_mw,unmanaged_ev_mw,unmanaged_total_mw,managed_ev_mw,managed_total_mw,unmanaged_stress,managed_stress,unmanaged_evs_active,managed_evs_active
0,2149.1735247713154,2147.087112042717,2.086412728598682,2149.1735247713154,0.6980934188232261,2147.78520546154,0.937985343825306,0.9373794257130132,200,70
1,2088.2010477313524,2085.3832489187043,2.8177988126482245,2088.2010477313524,1.178918288797756,2086.562167207502,0.9113745145083499,0.9106592414538786,256,101
2,2061.4752611342674,2057.7868163877124,3.688444746554846,2061.4752611342674,10.742876809055312,2068.5296931967678,0.8997103115757663,0.9027891480714564,371,1663
3,2063.740787364462,2060.0293559205993,3.7114314438629106,2063.740787364462,10.953369580472492,2070.982725501072,0.90069907789709,0.9038597495481855,402,1739
4,2004.059233614758,2001.0187438192816,3.040489795476555,2004.059233614758,32.918670064580375,2033.9374138838618,0.8746516591713726,0.8876916928725005,355,2347
5,2090.4887915099134,2088.3374529303883,2.151338579524966,2090.4887915099134,2.1513385795249658,2090.4887915099134,0.9123729774570065,0.9123729774570065,264,264
6,2182.521701603889,2179.976715595302,2.5449860085871783,2182.521701603889,2.5449860085871787,2182.521701603889,0.9525398229084118,0.9525398229084118,202,202
7,2365.6225775409534,2361.41452149344,4.208056047513474,2365.6225775409534,4.208056047513473,2365.6225775409534,1.0324523735196132,1.0324523735196132,231,231
8,2523.0401562121565,2515.554135797633,7.486020414523298,2523.0401562121565,3.0716075016476347,2518.6257432992807,1.1011557052665306,1.0992290787907502,372,197
9,2496.4381149718365,2486.7597591292097,9.678355842626617,2496.4381149718365,4.610713804314772,2491.3704729335245,1.0895455097603712,1.0873337879496834,525,308
10,2490.9353165343173,2482.4959012255454,8.439415308771725,2490.9353165343173,4.4016738899028685,2486.897575115448,1.0871438682805532,1.0853816363204982,534,422
11,2476.359752004294,2471.2788992575192,5.08085274677479,2476.359752004294,10.98867686936907,2482.2675761268883,1.080782508553401,1.0833609194527631,397,626
12,2476.8734283742388,2474.6501337698855,2.223294604353238,2476.8734283742388,9.835266851815321,2484.485400621701,1.0810066974804113,1.0843288668275721,218,493
13,2500.890878906034,2500.027752006158,0.8631268998756609,2500.890878906034,0.8631268998756609,2500.890878906034,1.0914888741568014,1.0914888741568014,93,93
14,2511.377569576051,2510.7991137367776,0.578455839273213,2511.377569576051,0.2936014789009581,2511.0927152156787,1.0960656856800834,1.095941363836326,55,35
15,2511.4441344777015,2509.8857114990237,1.5584229786776422,2511.4441344777015,0.41623996087432885,2510.301951459898,1.0960947372673293,1.0955962428841082,126,44
16,2637.0402780016975,2632.971617501959,4.068660499738506,2637.0402780016975,1.49280272060532,2634.464420222564,1.1509099211083005,1.1497857136784408,340,115
17,2653.4726010419604,2645.4408727052896,8.031728336670593,2653.4726010419604,3.0525847404161475,2648.4934574457056,1.158081644563441,1.1559085470148913,711,257
18,2530.4560021076413,2518.455458179134,12.000543928507467,2530.4560021076413,5.120896289070364,2523.5763544682045,1.10439227722401,1.1013897236460428,1143,448
19,2485.2976244463316,2471.592819993289,13.704804453042296,2485.2976244463316,5.078971928760131,2476.671791922049,1.0846833538127447,1.0809186952624634,1423,572
20,2429.802664132648,2417.6877455946637,12.114918537984229,2429.802664132648,4.4238508079333485,2422.111596402597,1.0604631320249571,1.0571064422435106,1382,547
21,2294.8883044810814,2286.5029530965835,8.38535138449802,2294.8883044810814,3.335409034597655,2289.838362131181,1.0015811057175603,0.9993771087593001,1050,427
22,2296.80317555867,2292.229492276386,4.573683282283922,2296.80317555867,1.7787918590586724,2294.0082841354447,1.0024168320958127,1.001197029617161,622,236
23,2235.4176030940803,2233.4541963144484,1.9634067796319354,2235.4176030940803,0.8394765655029608,2234.2936728799514,0.9756257114019925,0.9751351832728375,285,120
