hour,stochastic_grid_mw,base_load_mw,unmanaged_ev_mw,unmanaged_total_mw,managed_ev_mw,managed_total_mw,unmanaged_stress,managed_stress,unmanaged_evs_active,managed_evs_active
0,2028.2566050774924,2026.1701923488938,2.086412728598682,2028.2566050774924,4.125195587496025,2030.29538793639,0.8852123605431041,0.8861021669821126,200,614
1,2030.1817319688575,2027.3639331562092,2.8177988126482245,2030.1817319688575,4.40081469494996,2031.7647478511592,0.886052562968963,0.8867434544579597,256,629
2,1997.4453476846647,1993.75690293811,3.688444746554846,1997.4453476846647,12.821483966878484,2006.5783869049885,0.8717650946400977,0.8757511184927584,371,1715
3,1978.7657343364665,1975.0543028926036,3.7114314438629106,1978.7657343364665,23.229209724359528,1998.2835126169632,0.8636125637499743,0.8721309033629127,402,1585
4,2024.3149187011902,2021.2744289057136,3.040489795476555,2024.3149187011902,7.742522645038767,2029.0169515507523,0.883492050848092,0.8855442061758214,355,1226
5,2009.9104077166674,2007.7590691371424,2.151338579524966,2009.9104077166674,5.082849472676327,2012.8419186098188,0.8772053457343713,0.8784847744176987,264,332
6,2125.987038909898,2123.4420529013105,2.5449860085871783,2125.987038909898,2.5449860085871787,2125.987038909898,0.9278658333892482,0.9278658333892482,202,202
7,2414.894205593904,2410.686149546391,4.208056047513474,2414.894205593904,4.208056047513474,2414.894205593904,1.05395648402879,1.05395648402879,231,231
8,2611.878660620523,2604.3926402059997,7.486020414523298,2611.878660620523,3.36531170622563,2607.7579519122255,1.1399283842251895,1.1381299420193804,372,261
9,2665.4000638271314,2655.7217079845045,9.678355842626617,2665.4000638271314,4.208045892953604,2659.929753877458,1.1632872667026317,1.1608998044992151,525,305
10,2639.387425951015,2630.948010642243,8.439415308771725,2639.387425951015,3.9630534864558826,2634.911064128699,1.1519343104146427,1.1499806469553655,534,375
11,2595.455157809527,2590.3743050627522,5.08085274677479,2595.455157809527,7.0864486899006085,2597.4607537526526,1.1327605102711182,1.1336358326118248,397,425
12,2564.915493920553,2562.6921993162,2.223294604353238,2564.915493920553,11.095263420607546,2573.7874627368074,1.1194317786433374,1.1233038609226904,218,517
13,2581.703617178922,2580.840490279046,0.8631268998756609,2581.703617178922,0.9145666193215244,2581.755056898368,1.1267587875540572,1.1267812379064253,93,148
14,2563.588896547125,2563.0104407078516,0.578455839273213,2563.588896547125,3.55145037713898,2566.5618910849907,1.1188527984543994,1.1201503322606041,55,150
15,2586.4873158562073,2584.9288928775295,1.5584229786776422,2586.4873158562073,0.69832874493229,2585.627221622462,1.1288465851175637,1.1284712055699084,126,56
16,2684.302492953105,2680.233832453366,4.068660499738506,2684.302492953105,1.5586234368855107,2681.792455890252,1.171537043316061,1.1704415626811666,340,140
17,2727.1356797968356,2719.103951460165,8.031728336670593,2727.1356797968356,3.2633216555653313,2722.3672731157303,1.1902311603920777,1.1881500368677447,711,283
18,2595.801517211219,2583.8009732827118,12.000543928507467,2595.801517211219,4.688913268777683,2588.4898865514892,1.1329116753765593,1.1297205871190301,1143,469
19,2575.6261834387365,2561.921378985694,13.704804453042296,2575.6261834387365,5.482746070647017,2567.404125056341,1.1241063522291945,1.1205179168749186,1423,565
20,2465.7655427609307,2453.6506242229466,12.114918537984229,2465.7655427609307,4.70981139883132,2458.360435621778,1.0761587716214327,1.0729268864870203,1382,555
21,2364.344800216344,2355.959448831846,8.38535138449802,2364.344800216344,3.4078671340321507,2359.3673159658783,1.0318947003539327,1.0297223270102982,1050,407
22,2371.6999574251427,2367.1262741428586,4.573683282283922,2371.6999574251427,2.079133446790972,2369.2054075896494,1.0351047853395636,1.0340160639505436,622,251
23,2071.6392406760538,2069.675833896422,1.9634067796319354,2071.6392406760538,0.7719965034341936,2070.4478303998562,0.9041462790466341,0.9036262999175989,285,116
