slot,time,stochastic_grid_mw,base_load_mw,unmanaged_ev_mw,unmanaged_total_mw,managed_ev_mw,managed_total_mw,unmanaged_stress,managed_stress,unmanaged_evs_active,managed_evs_active,price_eur_mwh
0,00:00,2104.415220356738,2102.008116362128,2.407103994609745,2104.415220356738,1.0480678644088717,2103.056184226537,0.9184510283912777,0.9178578906305689,211,90,72.00150726089134
1,00:15,2089.1921888632332,2087.3738371831837,1.8183516800497102,2089.1921888632332,0.7498242170154904,2088.123661400199,0.9118070881673176,0.9113407400161567,165,68,72.00150726089134
2,00:30,2065.823689003612,2064.409140478531,1.414548525081227,2065.823689003612,0.6042757733027471,2065.0134162518334,0.9016081395375921,0.901254504078701,129,55,72.00150726089134
3,00:45,2081.583880015451,2080.509558465724,1.0743215497273997,2081.583880015451,0.4514037028413802,2080.960962168565,0.9084865176743996,0.9082146513946172,98,41,72.00150726089134
4,01:00,2084.504637076801,2083.7136086805554,0.7910283962454527,2084.504637076801,0.3389283074777748,2084.0525369880334,0.909761252955122,0.9095639383817204,72,31,66.68505131414268
5,01:15,2057.6943216351638,2057.1364084235997,0.5579132115639313,2057.6943216351638,0.19344550374715958,2057.329853927347,0.898060158251629,0.8979010899566359,51,18,66.68505131414268
6,01:30,2048.407367033855,2048.0390235654404,0.3683434684146015,2048.407367033855,0.09568636721364648,2048.134709932654,0.894006959566462,0.8938879610947851,33,9,66.68505131414268
7,01:45,2017.9022326229522,2017.6862322618952,0.21600036105694737,2017.9022326229522,0.027725796841789524,2017.713958058737,0.8806932979849048,0.8806111274296595,20,3,66.68505131414268
8,02:00,1998.0737942994053,1997.9787726101495,0.09502168925580923,1998.0737942994053,0.01613910882493342,1997.9949117189744,0.8720393738954528,0.8720049463801897,9,1,63.89488610763455
9,02:15,1985.721427510787,1985.7213276848363,9.982595060382066e-05,1985.721427510787,0.00010940434352305679,1985.7214370891797,0.866648306642979,0.8666483108233729,0,0,63.89488610763455
10,02:30,1971.1724024296625,1971.1721913181814,0.00021111148116043053,1971.1724024296625,12.47741470151615,1983.6496060196976,0.8602985297935299,0.8657440808225576,0,1328,63.89488610763455
11,02:45,1955.9686875801258,1955.9682530905,0.0004344896258146398,1955.9686875801258,12.477659513001797,1968.4459126035017,0.8536630201261186,0.8591085805095141,0,1328,63.89488610763455
12,03:00,1940.889516638955,1940.8886463459366,0.0008702930183882125,1940.889516638955,12.47813713213571,1953.3667834780724,0.847081866405011,0.8525274450384697,0,1328,61.357474342928654
13,03:15,1927.1365424976873,1927.134845850585,0.0016966471022636705,1927.1365424976873,22.60052569627185,1949.7353715468569,0.8410795180465228,0.850942551529587,0,1513,61.357474342928654
14,03:30,1928.408953611909,1928.4057341658029,0.003219446106217063,1928.408953611909,21.449114276530743,1949.8548484423336,0.8416348491832152,0.850994696028666,0,1534,61.357474342928654
15,03:45,1929.2982902876283,1929.2923437978754,0.005946489752949573,1929.2982902876283,20.64067608174656,1949.933019879622,0.8420229913029352,0.8510288131725993,0,1507,61.357474342928654
16,04:00,1931.4481949757085,1931.4375029693304,0.010692006378101564,1931.4481949757085,22.05519734177795,1953.4927003111084,0.8429612957556923,0.8525824001840488,1,1515,61.061131414267834
17,04:15,1936.1422281756977,1936.1235123432966,0.018715832401052682,1936.1422281756977,18.006856557338317,1954.130368900635,0.8450099597161735,0.852860704278297,1,1398,61.061131414267834
18,04:30,1959.2732885103974,1959.2413917546846,0.031896755712789125,1959.2732885103974,12.510536082195532,1971.7519278368802,0.8551052802340436,0.8605514578759204,2,1330,61.061131414267834
19,04:45,1973.7506573115647,1973.6977261529423,0.052931158622441916,1973.7506573115647,12.533588755651786,1986.2313149085942,0.8614237834149786,0.8668708419109002,3,1331,61.061131414267834
20,05:00,1980.7217817123103,1980.6362458057542,0.08553590655616344,1980.7217817123103,0.09213862581979264,1980.728384431574,0.8644662611128081,0.8644691428037592,4,5,64.70441551939925
21,05:15,1996.9820879425902,1996.8474686127422,0.1346193298480307,1996.9820879425902,0.14432711866120818,1996.9917957314035,0.8715629095473437,0.8715671464149223,7,8,64.70441551939925
22,05:30,2008.5992471625966,2008.392878549583,0.2063686130135267,2008.5992471625966,0.21814722049333432,2008.6110257700764,0.8766331027912376,0.8766382434469637,11,12,64.70441551939925
23,05:45,2059.800545991993,2059.492355871792,0.3081901202011016,2059.800545991993,0.3160271526136651,2059.8083830244054,0.8989793988595851,0.8989828192541959,16,18,64.70441551939925
24,06:00,2079.8026598336096,2079.1856930908816,0.6169667427281533,2079.8026598336096,0.6366354763430604,2079.8223285672248,0.9077091218962383,0.9077177061188011,24,26,76.242112640801
25,06:15,2114.8054814847997,2113.836898368828,0.9685831159717387,2114.8054814847997,0.9880028921205898,2114.8249012609485,0.9229857542029949,0.9229942297705552,34,38,76.242112640801
26,06:30,2157.189745287403,2155.8965248130307,1.2932204743722724,2157.189745287403,1.258749384387144,2157.155274197418,0.9414839432963571,0.9414688987330312,45,49,76.242112640801
27,06:45,2223.463018387719,2221.77165572491,1.6913626628086953,2223.463018387719,1.7041374046100475,2223.4757931295203,0.9704082521708779,0.9704138275794909,58,64,76.242112640801
28,07:00,2294.0232675920192,2291.8606129332197,2.1626546587995663,2294.0232675920192,2.1259829997764945,2293.9865959329964,1.0012035689973018,1.0011875640175731,75,82,88.03397997496872
29,07:15,2372.999610618426,2370.299473878073,2.7001367403526464,2372.999610618426,1.8290234447341636,2372.128497322807,1.035672006009884,1.0352918173026047,94,81,88.03397997496872
30,07:30,2360.149638467195,2356.8604433458568,3.289195121338226,2360.149638467195,1.847242415002453,2358.707685760859,1.030063763861219,1.0294344379880664,116,79,88.03397997496872
31,07:45,2369.0510857347235,2365.143764311248,3.907321423475251,2369.0510857347235,1.7612830420563719,2366.9050473533043,1.033948711716541,1.0330120946747543,140,81,88.03397997496872
32,08:00,2367.185415061014,2362.660511974355,4.524903086659143,2367.185415061014,1.9779358327868726,2364.638447807142,1.0331344583637176,1.0320228599153842,165,91,91.84339674593241
33,08:15,2419.5366184190975,2414.429506132676,5.107112286421203,2419.5366184190975,2.4184266699132886,2416.8479328025896,1.055982618791678,1.0548091687778145,191,102,91.84339674593241
34,08:30,2428.0071176375,2422.3555632859975,5.651554351502406,2428.0071176375,2.531317519372693,2424.8868808053703,1.0596794836702788,1.058317687433694,217,106,91.84339674593241
35,08:45,2448.8756920230917,2442.7752011652906,6.1004908578009385,2448.8756920230917,3.085098187148635,2445.860299352439,1.0687873647671744,1.0674713267188967,243,130,91.84339674593241
36,09:00,2458.95112218201,2452.5253099813017,6.425812200708089,2458.95112218201,3.1645891096276095,2455.6898990909294,1.0731846857432954,1.0717613574605298,265,150,86.27630037546933
37,09:15,2485.92707968272,2479.3195474090785,6.607532273641648,2485.92707968272,3.1635136784229285,2482.4830610875015,1.0849580732709556,1.083454965714054,282,166,86.27630037546933
38,09:30,2523.0859991605334,2516.4500686777806,6.635930482752797,2523.0859991605334,3.481614069031851,2519.9316827468124,1.1011757129640012,1.099799043034023,294,178,86.27630037546933
39,09:45,2519.7574209300114,2513.2449875692982,6.512433360713383,2519.7574209300114,3.5508038544200744,2516.795791423718,1.0997229882025894,1.0984304145510324,301,195,86.27630037546933
40,10:00,2522.944627609791,2516.6954868226044,6.249140787186504,2522.944627609791,3.7499710927052003,2520.4454579153094,1.101114012761062,1.1000232750806758,301,212,77.34846808510639
41,10:15,2510.6102349426387,2504.7430929716393,5.867141970999246,2510.6102349426387,3.263042113806389,2508.0061350854457,1.0957307901345843,1.0945942567315106,294,224,77.34846808510639
42,10:30,2539.1874982520962,2533.793535243758,5.393963008338207,2539.1874982520962,3.41999776033855,2537.2135330040965,1.1082030516071708,1.1073415341677908,282,238,77.34846808510639
43,10:45,2520.014015872407,2515.153415881322,4.8605999910849516,2520.014015872407,3.667354747105631,2518.8207706284275,1.0998349765052988,1.0993141965228814,265,256,77.34846808510639
44,11:00,2520.864414491239,2516.56581135383,4.298603137408841,2520.864414491239,5.987210503983492,2522.5530218578137,1.1002061244985528,1.1009431003374355,244,315,70.93126908635794
45,11:15,2510.249272761484,2506.511673864314,3.737598897170004,2510.249272761484,6.660625818005046,2513.172299682319,1.0955732517917303,1.09684897772998,221,312,70.93126908635794
46,11:30,2527.9237110197214,2524.7202114934485,3.2034995262728927,2527.9237110197214,3.058362450634827,2527.7785739440833,1.1032870840418907,1.103223740413177,196,244,70.93126908635794
47,11:45,2540.7250509678647,2538.007557844898,2.717493122966565,2540.7250509678647,3.5174792793802725,2541.5250371242787,1.1088741011506937,1.1092232471276615,171,247,70.93126908635794
48,12:00,2546.6125703591965,2544.316802389488,2.295767969708327,2546.6125703591965,6.853068362593979,2551.1698707520823,1.111443650252665,1.11343263854359,147,292,64.54491236855283
49,12:15,2582.2632843363112,2580.313457136946,1.9498271993650784,2582.2632843363112,4.077333981572371,2584.3907911185183,1.1270030487014244,1.1279315778116141,125,242,64.54491236855283
50,12:30,2576.6580944626826,2574.97089293138,1.6872015313024484,2576.6580944626826,3.1719363688713385,2578.1428293002514,1.1245567195008164,1.1252047172083326,106,209,64.54491236855283
51,12:45,2555.6820390295647,2554.1696753532724,1.5123636762924535,2555.6820390295647,4.199344561274956,2558.369019914547,1.1154019293730042,1.1165746353738006,91,235,64.54491236855283
