slot,time,stochastic_grid_mw,base_load_mw,unmanaged_ev_mw,unmanaged_total_mw,managed_ev_mw,managed_total_mw,unmanaged_stress,managed_stress,unmanaged_evs_active,managed_evs_active,price_eur_mwh
0,00:00,2085.764811021603,2083.357707026993,2.407103994609745,2085.764811021603,1.0140678644088716,2084.371774891402,0.9103112433013042,0.9097032665797937,211,94,72.00150726089134
1,00:15,2045.4425195125975,2043.6241678325478,1.8183516800497102,2045.4425195125975,0.8378242170154904,2044.4619920495632,0.892712981444378,0.8922850400152921,165,76,72.00150726089134
2,00:30,1998.6128746653342,1997.198326140253,1.414548525081227,1998.6128746653342,0.626275773302747,1997.8246019135556,0.8722746501430695,0.871930616364697,129,57,72.00150726089134
3,00:45,1996.7069294132327,1995.6326078635054,1.0743215497273997,1996.7069294132327,0.44040370284138025,1996.0730115663468,0.8714428193523032,0.8711661522322615,98,40,72.00150726089134
4,01:00,2000.1821704051615,1999.391142008916,0.7910283962454527,2000.1821704051615,0.2729283074777748,1999.6640703163937,0.8729595536127612,0.8727334339978035,72,25,66.68505131414268
5,01:15,1976.655187305312,1976.097274093748,0.5579132115639313,1976.655187305312,0.20444550374715953,1976.301719597495,0.8626914365539339,0.8625371690992001,51,19,66.68505131414268
6,01:30,1991.8430450152678,1991.474701546853,0.3683434684146015,1991.8430450152678,0.13968636721364647,1991.6143879140668,0.8693200255309727,0.8692202304203331,33,13,66.68505131414268
7,01:45,1998.8389536814084,1998.6229533203514,0.21600036105694737,1998.8389536814084,0.09372579684178951,1998.716679117193,0.8723733200741755,0.8723199545604863,20,9,66.68505131414268
8,02:00,1972.6451758016406,1972.5501541123847,0.09502168925580923,1972.6451758016406,0.049139108824933414,1972.5992932212096,0.8609413070387217,0.8609212820442367,9,4,63.89488610763455
9,02:15,1963.6425975672953,1963.6424977413446,9.982595060382066e-05,1963.6425975672953,0.00010940434352305679,1963.642607145688,0.8570122215818575,0.8570122257622516,0,0,63.89488610763455
10,02:30,1962.5852750926035,1962.5850639811224,0.00021111148116043053,1962.5852750926035,12.218350551844887,1974.8034145329673,0.8565507637360731,0.8618832488015099,0,1303,63.89488610763455
11,02:45,1935.4789371443362,1935.4785026547104,0.0004344896258146398,1935.4789371443362,12.218595363330534,1947.6970980180408,0.8447204729628067,0.8500529673826113,0,1303,63.89488610763455
