slot,time,stochastic_grid_mw,base_load_mw,unmanaged_ev_mw,unmanaged_total_mw,managed_ev_mw,managed_total_mw,unmanaged_stress,managed_stress,unmanaged_evs_active,managed_evs_active,price_eur_mwh
0,00:00,2065.964503092545,2063.557399097935,2.407103994609745,2065.964503092545,0.9210678644088719,2064.478466962344,0.9016695964418863,0.901021030798183,211,82,72.00150726089134
1,00:15,2048.063162038852,2046.2448103588024,1.8183516800497102,2048.063162038852,0.7388242170154906,2046.9836345758179,0.8938567347303272,0.893385585738907,165,67,72.00150726089134
2,00:30,2035.6450148289596,2034.2304663038783,1.414548525081227,2035.6450148289596,0.6042757733027471,2034.834742077181,0.8884369582692414,0.8880833228103503,129,55,72.00150726089134
3,00:45,2016.5222217680453,2015.447900218318,1.0743215497273997,2016.5222217680453,0.44040370284138025,2015.8883039211594,0.8800910060148508,0.8798143388948091,98,40,72.00150726089134
4,01:00,2010.6620346875422,2009.8710062912967,0.7910283962454527,2010.6620346875422,0.3279283074777748,2010.1989345987745,0.8775333858272621,0.8773312704136011,72,30,66.68505131414268
5,01:15,2000.5507528394737,1999.9928396279097,0.5579132115639313,2000.5507528394737,0.21544550374715954,2000.2082851316568,0.873120417739083,0.8729709511246085,51,20,66.68505131414268
6,01:30,1989.4951095990823,1989.1267661306676,0.3683434684146015,1989.4951095990823,0.09568636721364647,1989.2224524978812,0.868295292542572,0.868176294070895,33,9,66.68505131414268
7,01:45,1977.5383871979777,1977.3223868369207,0.21600036105694737,1977.5383871979777,0.08272579684178952,1977.4051126337624,0.8630769003359133,0.8630187339819648,20,8,66.68505131414268
8,02:00,1959.0296232071157,1958.9346015178598,0.09502168925580923,1959.0296232071157,0.03813910882493342,1958.9727406266848,0.8549989349433341,0.8549741091085896,9,3,63.89488610763455
9,02:15,1952.0320805842266,1952.031980758276,9.982595060382066e-05,1952.0320805842266,12.532927984103717,1964.5649087423797,0.8519449272760095,0.857414755092858,0,1329,63.89488610763455
10,02:30,1919.9598227091185,1919.9596115976374,0.00021111148116043053,1919.9598227091185,12.53304994758456,1932.4926615452218,0.8379473102927841,0.8434171427699176,0,1329,63.89488610763455
11,02:45,1912.1343450058716,1912.1339105162458,0.0004344896258146398,1912.1343450058716,13.390591330638726,1925.5245018468845,0.8345319586194667,0.8403759589868771,0,1349,63.89488610763455
12,03:00,1928.510424887064,1928.5095545940455,0.0008702930183882125,1928.510424887064,21.406791893938312,1949.916346487984,0.8416791353089363,0.8510215362371596,0,1422,61.357474342928654
13,03:15,1941.8533891237716,1941.8516924766693,0.0016966471022636705,1941.8533891237716,15.192297393594266,1957.0439898702637,0.847502538935011,0.8541323250829803,0,1391,61.357474342928654
14,03:30,1926.5128730331824,1926.5096535870762,0.003219446106217063,1926.5128730331824,23.16682442216793,1949.6764780092442,0.8408073237307291,0.8509168480326428,0,1533,61.357474342928654
15,03:45,1934.1494395194238,1934.143493029671,0.005946489752949573,1934.1494395194238,21.798138613682383,1955.9416316433533,0.8441402269880425,0.8536512118324358,0,1545,61.357474342928654
16,04:00,1933.9251173918956,1933.9144253855175,0.010692006378101564,1933.9251173918956,19.874422181017614,1953.788847566535,0.8440423238334149,0.8527116506991899,1,1475,61.061131414267834
17,04:15,1946.133304364452,1946.114588532051,0.018715832401052682,1946.133304364452,14.782301299786628,1960.8968898318376,0.8493704652435672,0.855813884833055,1,1382,61.061131414267834
18,04:30,1963.0951048224201,1963.0632080667074,0.031896755712789125,1963.0951048224201,12.567775858886163,1975.6309839255935,0.8567732738353753,0.8622444332067404,2,1331,61.061131414267834
19,04:45,2017.6327390402512,2017.5798078816288,0.052931158622441916,2017.6327390402512,0.058009952582223724,2017.637817834211,0.8805756801993165,0.8805778967882723,3,3,61.061131414267834
20,05:00,2027.5053745985426,2027.4198386919866,0.08553590655616344,2027.5053745985426,0.09217341872926638,2027.512012110716,0.8848844934951584,0.8848873903711278,4,5,64.70441551939925
21,05:15,2046.4612124847185,2046.3265931548706,0.1346193298480307,2046.4612124847185,0.1372615330585817,2046.4638546879291,0.8931575798291498,0.8931587329923812,7,8,64.70441551939925
