slot,time,stochastic_grid_mw,base_load_mw,unmanaged_ev_mw,unmanaged_total_mw,managed_ev_mw,managed_total_mw,unmanaged_stress,managed_stress,unmanaged_evs_active,managed_evs_active,price_eur_mwh
0,00:00,2090.1081138583636,2087.701009863754,2.407103994609745,2090.1081138583636,1.1580678644088718,2088.859077728163,0.9122068344937883,0.9116617051356732,211,100,72.00150726089134
1,00:15,2047.295464765714,2045.4771130856643,1.8183516800497102,2047.295464765714,0.8598242170154905,2046.3369373026799,0.8935216809143378,0.8931033411657706,165,78,72.00150726089134
2,00:30,2016.6224580759454,2015.207909550864,1.414548525081227,2016.6224580759454,12.901090003342567,2028.1089995542065,0.8801347531514341,0.8851479395850409,129,1365,72.00150726089134
3,00:45,1948.1577737620455,1947.0834522123182,1.0743215497273997,1948.1577737620455,12.7922179328812,1959.8756701451994,0.8502540247151867,0.8553681836889399,98,1355,72.00150726089134
4,01:00,1909.5270166216446,1908.735988225399,0.7910283962454527,1909.5270166216446,12.657742537517596,1921.3937307629167,0.8333940161579779,0.8385731251575931,72,1343,66.68505131414268
5,01:15,1917.182504333818,1916.624591122254,0.5579132115639313,1917.182504333818,12.52325973378698,1929.147850856041,0.8367351773955832,0.8419573335138661,51,1331,66.68505131414268
6,01:30,1930.1728356433928,1929.8044921749781,0.3683434684146015,1930.1728356433928,12.425500597253468,1942.2299927722315,0.8424046778986255,0.8476669038402246,33,1322,66.68505131414268
7,01:45,1929.9683236128324,1929.7523232517754,0.21600036105694737,1929.9683236128324,12.34654002688161,1942.098863278657,0.8423154206631857,0.8476096736809571,20,1315,66.68505131414268
8,02:00,1905.6098388036546,1905.5148171143987,0.09502168925580923,1905.6098388036546,12.279953338864754,1917.7947704532635,0.8316844029787336,0.8370023948351902,9,1308,63.89488610763455
9,02:15,1896.5826450944585,1896.5825452685078,9.982595060382066e-05,1896.5826450944585,12.252923634383343,1908.835468902891,0.8277445743434451,0.8330921970552996,0,1306,63.89488610763455
10,02:30,1880.1204817471762,1880.120270635695,0.00021111148116043053,1880.1204817471762,18.095435788298044,1898.2157064239932,0.8205598273840053,0.8284573076686121,0,1443,63.89488610763455
11,02:45,1870.0985738594015,1870.0981393697757,0.0004344896258146398,1870.0985738594015,20.398520528859812,1890.4966598986355,0.8161858656691643,0.8250884068210821,0,1461,63.89488610763455
12,03:00,1888.5975658914292,1888.5966955984109,0.0008702930183882125,1888.5975658914292,0.0009537984439270426,1888.5976493968549,0.8242595661877994,0.8242596026329093,0,0,500.0
13,03:15,1876.6121171869627,1876.6104205398603,0.0016966471022636705,1876.6121171869627,17.443739645529668,1894.05416018539,0.819028636672624,0.8266410423301135,0,281,61.357474342928654
14,03:30,1893.3861946205009,1893.3829751743947,0.003219446106217063,1893.3861946205009,9.257533255134337,1902.640508429529,0.8263495154232238,0.830388468360238,0,217,61.357474342928654
15,03:45,1919.410873104696,1919.4049266149432,0.005946489752949573,1919.410873104696,0.006517060982168425,1919.4114436759253,0.8377077267144867,0.8377079757346074,0,0,61.357474342928654
